131.030204	132.527891	deep
137.032562	138.483810	deep
143.034921	143.917279	deep
166.057506	167.206893	deep
173.905850	175.763447	deep
176.123356	178.027392	deep
178.805261	180.581587	deep
181.742585	183.507302	deep
184.749569	186.363356	deep
187.245714	189.184580	deep
189.834739	191.912925	deep
192.446984	194.455510	deep
195.860317	197.404444	deep
198.739592	200.063129	deep
201.235737	202.884354	deep
203.952472	206.146757	deep
206.541497	208.642902	deep
209.200181	211.475737	deep
212.613515	214.250522	deep
215.318639	217.106576	deep
218.197914	219.811701	deep
221.030748	222.644535	deep
223.863583	225.802449	deep
226.824127	228.716553	deep
230.132971	231.862857	deep
233.348934	235.020771	deep
236.123719	238.016145	deep
239.896961	241.266939	deep
244.343583	245.121451	strong
245.133061	245.794830	strong
246.038639	246.700408	strong
248.314195	248.906304	strong
248.987574	249.440363	strong
249.660952	250.136961	strong
250.264671	250.705850	strong
250.903220	251.390839	strong
251.448889	251.971338	strong
252.040998	252.644717	strong
252.702766	253.306485	strong
253.364535	254.200454	strong
254.304943	254.839002	strong
254.978322	255.756190	strong
255.860680	256.406349	strong
256.545669	257.137778	strong
257.219048	257.950476	strong
257.996916	258.484535	strong
258.589025	259.192744	strong
259.274014	259.924172	strong
260.017052	260.562721	strong
260.632381	261.224490	strong
261.375420	261.979138	strong
262.095238	262.594467	strong
262.675737	263.372336	strong
263.430385	263.999274	strong
264.045714	264.626213	strong
264.893243	265.346032	strong
265.473741	265.996190	strong
266.065850	266.727619	strong
266.832109	267.366168	strong
267.435828	267.958277	strong
268.202086	268.608435	strong
268.712925	269.618503	strong
270.187392	270.791111	strong
270.791111	271.464490	strong
271.557370	272.288798	strong
272.370068	273.020227	strong
273.101497	273.972245	strong
276.897959	277.408798	strong
277.501678	278.256327	strong
278.325986	278.871655	strong
280.264853	280.856961	strong
281.112381	281.820590	strong
282.017959	282.981587	strong
283.051247	283.782676	strong
283.852336	284.688254	strong
284.850794	285.907302	strong
286.116281	286.545850	strong
286.789660	287.486259	strong
287.555918	288.577596	strong
288.670476	289.262585	strong
289.378685	290.377143	strong
290.458413	290.946032	strong
291.062132	291.863220	strong
291.956100	292.919728	strong
293.000998	293.883356	strong
293.953016	294.510295	strong
294.730884	295.671293	strong
295.694512	296.472381	strong
296.553651	297.482449	strong
297.644989	298.248707	strong
298.713107	299.258776	strong
299.316825	300.164354	strong
300.210794	301.278912	strong
305.330794	306.294422	strong
306.549841	307.258050	strong
307.478639	308.384218	strong
308.442268	309.254966	strong
311.379592	311.832381	strong
311.936871	312.749569	strong
312.796009	313.539048	strong
313.701587	314.607166	strong
314.874195	315.268934	strong
315.477914	316.197732	strong
316.267392	317.196190	strong
317.323900	318.194649	strong
318.415238	319.227937	strong
319.367256	320.121905	strong
320.296054	321.155193	strong
321.248073	322.142041	strong
322.188481	322.745760	strong
322.861859	323.813878	strong
323.906757	324.812336	strong
324.881995	325.868844	strong
326.124263	326.867302	strong
327.076281	327.935420	strong
328.005079	329.224127	strong
329.328617	329.978776	strong
330.036825	330.884354	strong
331.046893	331.859592	strong
332.115011	333.113469	strong
333.241179	334.344127	strong
334.471837	335.400635	strong
335.586395	336.457143	strong
336.573243	337.502041	strong
337.560091	338.210249	strong
338.256689	339.080998	strong
339.464127	340.091066	strong
340.276825	341.194014	strong
341.240454	342.006712	strong
342.122812	343.028390	strong
343.121270	343.759819	strong
343.806259	344.479637	strong
344.572517	345.396825	strong
345.559365	346.151474	strong
346.279184	347.103492	strong
347.196372	348.043900	strong
348.299320	348.984308	strong
349.135238	349.913107	strong
350.156916	350.783855	strong
350.830295	351.770703	strong
351.851973	352.711111	strong
352.792381	353.581859	strong
353.639909	354.731247	strong
354.777687	355.555556	strong
355.764535	356.519184	strong
356.728163	357.552472	strong
357.970431	358.620590	strong
