125.422585	126.502313	deep
126.827392	128.371519	deep
128.650159	130.124626	deep
130.786395	132.435011	deep
132.783311	134.443537	deep
134.826667	136.254694	deep
136.672653	138.286440	deep
138.832109	140.306576	deep
140.863855	142.396372	deep
142.953651	144.671927	deep
145.403356	146.935873	deep
147.469932	149.060499	deep
149.606168	151.173515	deep
152.044263	153.182041	deep
153.971519	155.422766	deep
156.212245	158.069841	deep
158.290431	160.113197	deep
160.856236	162.377143	deep
162.922812	164.432109	deep
165.082268	166.823764	deep
167.148844	168.762630	deep
169.168980	170.597007	deep
177.725533	179.304490	deep
179.850159	181.603265	deep
181.847075	183.797551	deep
184.145850	185.759637	deep
188.418322	190.252698	deep
192.203175	193.898231	deep
194.385850	195.674558	deep
196.266667	197.961723	deep
198.321633	199.656780	deep
200.469478	202.013605	deep
202.234195	204.033741	deep
212.114286	213.623583	deep
241.290159	241.975147	strong
242.277007	242.950385	strong
243.136145	243.646984	strong
243.763084	244.424853	strong
244.703492	245.214331	strong
245.400091	246.119909	strong
246.201179	246.909388	strong
247.037098	247.803356	strong
247.861406	248.511565	strong
248.662494	249.417143	strong
249.568073	250.276281	strong
250.369161	251.065760	strong
251.205079	252.029388	strong
252.261587	252.888526	strong
252.969796	253.596735	strong
253.631565	254.583583	strong
254.653243	255.222132	strong
255.338231	255.988390	strong
256.174150	256.754649	strong
257.010068	257.729887	strong
257.787937	258.484535	strong
258.705125	259.366893	strong
259.587483	260.318912	strong
260.481451	261.259320	strong
261.328980	262.013968	strong
262.141678	262.919546	strong
263.128526	263.709025	strong
264.150204	264.870023	strong
265.067392	265.822041	strong
265.914921	266.611519	strong
266.785669	267.586757	strong
267.668027	268.387846	strong
268.515556	269.305034	strong
269.409524	270.082902	strong
270.222222	271.023311	strong
271.220680	272.079819	strong
272.137868	272.811247	strong
272.880907	273.786485	strong
273.832925	274.541134	strong
274.668844	275.644082	strong
277.559728	278.302766	strong
278.442086	279.127075	strong
279.196735	279.962993	strong
280.032653	280.717642	strong
280.949841	281.588390	strong
281.750930	282.424308	strong
282.598458	283.364717	strong
283.515646	284.212245	strong
284.247075	284.804354	strong
286.441361	287.161179	strong
287.184399	287.973878	strong
288.148027	288.960726	strong
290.853152	291.596190	strong
294.788934	295.578413	strong
296.425941	297.203810	strong
297.412789	298.086168	strong
298.329977	299.154286	strong
299.223946	299.908934	strong
300.036644	300.756463	strong
301.127982	301.905850	strong
306.364082	307.223220	strong
307.269660	308.105578	strong
313.469388	314.305306	strong
314.456236	315.187664	strong
318.322358	319.158277	strong
319.320816	320.087075	strong
320.203175	321.073923	strong
321.863401	322.618050	strong
322.757370	323.546848	strong
324.208617	325.056145	strong
325.102585	325.880454	strong
326.693152	327.610340	strong
328.318549	329.375057	strong
331.801542	332.498141	strong
333.554649	334.309297	strong
336.155283	336.817052	strong
336.956372	337.711020	strong
337.896780	338.802358	strong
339.359637	340.300045	strong
342.610431	343.353469	strong
343.457959	344.282268	strong
345.745125	346.499773	strong
346.522993	347.231202	strong
347.672381	348.368980	strong
348.438639	349.088798	strong
350.841905	351.550113	strong
351.573333	352.269932	strong
352.316372	352.838821	strong
354.011429	354.708027	strong
354.847347	355.764535	strong
356.426304	357.250612	strong
358.156190	358.864399	strong
359.967347	360.605896	strong
360.710385	361.395374	strong
