2.368435	4.226032	normal
4.493061	6.211338	normal
126.409433	128.696599	deep
129.486077	132.643991	deep
133.259320	136.161814	deep
140.132426	142.547302	deep
142.825941	146.390204	deep
146.866213	150.778776	deep
151.533424	155.341497	deep
156.084535	159.834558	deep
160.577596	164.269569	deep
164.745578	168.124082	deep
168.634921	171.653515	deep
172.605533	175.786667	deep
176.413605	179.815329	deep
180.244898	183.611791	deep
184.250340	187.663673	deep
188.186122	192.029025	deep
192.446984	195.999637	deep
196.556916	199.203991	deep
200.562358	203.673832	deep
204.474921	208.201723	deep
208.782222	212.265215	deep
212.555465	216.409977	deep
216.677007	220.113560	deep
220.786939	224.920091	deep
226.057868	229.982041	deep
231.537778	232.721995	strong
232.919365	234.684082	strong
234.684082	236.576508	strong
236.576508	237.795556	strong
237.795556	239.223583	strong
239.548662	241.174059	strong
241.243719	242.996825	strong
244.413243	245.585850	strong
245.748390	247.013878	strong
247.164807	248.813424	strong
248.813424	250.206621	strong
251.088980	252.215147	strong
252.412517	254.235283	strong
254.467483	256.058050	strong
256.058050	258.101406	strong
258.101406	259.959002	strong
259.959002	261.410249	strong
262.060408	263.476825	strong
263.825125	265.218322	strong
265.287982	266.530249	strong
266.855329	267.633197	strong
268.271746	269.397914	strong
269.688163	270.942041	strong
271.139410	272.370068	strong
272.590658	274.018685	strong
274.401814	275.818231	strong
276.329070	277.269478	strong
277.269478	278.384036	strong
278.430476	280.009433	strong
280.009433	281.808980	strong
282.122449	284.490884	strong
285.489342	286.870930	strong
288.078367	289.053605	strong
289.750204	291.027302	strong
291.584580	292.524989	strong
292.524989	293.836916	strong
294.347755	295.961542	strong
297.621769	298.388027	strong
298.550567	300.512653	strong
301.441451	303.066848	strong
303.357098	304.959274	normal
308.140408	309.696145	strong
309.696145	311.553741	strong
312.064580	312.877279	strong
313.689977	316.128073	strong
316.534422	318.113379	strong
318.345578	320.029025	strong
320.029025	321.607982	strong
